Geographic Area Name,Meaning of NAICS code,Meaning of Sex code,Meaning of Ethnicity code,Meaning of Race code,Meaning of Veteran code,Year,Number of employer firms,"Sales, value of shipments, or revenue of employer firms ($1,000)",Number of employees,"Annual payroll ($1,000)",Relative standard error of employer firms (%)
Maryland,Retail trade,Total,Non-Hispanic,Black or African American,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Retail trade,Total,Total,Minority,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Retail trade,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Retail trade,Total,Total,Nonminority,Equally veteran/nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Retail trade,Total,Total,Total,Nonveteran,2019,9115,W,84875,2732409,6.8
Maryland,Retail trade,Female,Total,Total,Nonveteran,2019,2602,U,13162,312771,16.9
Maryland,Retail trade,Male,Total,Total,Nonveteran,2019,4945,W,61522,2116171,12.2
Maryland,Retail trade,Equally male/female,Total,Total,Nonveteran,2019,1566,U,10192,303468,22.6
Maryland,Retail trade,Total,Hispanic,Total,Nonveteran,2019,S,S,250 to 499 employees,S,S
Maryland,Retail trade,Female,Hispanic,Total,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Retail trade,Male,Hispanic,Total,Nonveteran,2019,S,S,20 to 99 employees,S,S
Maryland,Retail trade,Equally male/female,Hispanic,Total,Nonveteran,2019,S,S,100 to 249 employees,S,S
Maryland,Retail trade,Total,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Retail trade,Equally male/female,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Retail trade,Total,Non-Hispanic,Total,Nonveteran,2019,8972,W,84526,2720153,6.8
Maryland,Retail trade,Female,Non-Hispanic,Total,Nonveteran,2019,2568,U,13071,311333,16.2
Maryland,Retail trade,Male,Non-Hispanic,Total,Nonveteran,2019,4906,W,61455,2111160,12.7
Maryland,Retail trade,Equally male/female,Non-Hispanic,Total,Nonveteran,2019,1496,U,10000,297660,23.7
Maryland,Retail trade,Total,Total,White,Nonveteran,2019,5616,W,65649,2292391,6.9
Maryland,Retail trade,Female,Total,White,Nonveteran,2019,1385,U,7048,192142,16.8
Maryland,Retail trade,Male,Total,White,Nonveteran,2019,3265,W,51460,1862752,17
Maryland,Retail trade,Equally male/female,Total,White,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Retail trade,Total,Hispanic,White,Nonveteran,2019,S,S,250 to 499 employees,S,S
Maryland,Retail trade,Total,Equally Hispanic/non-Hispanic,White,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Retail trade,Total,Non-Hispanic,White,Nonveteran,2019,5476,W,65299,2280236,8.2
Maryland,Retail trade,Total,Total,Black or African American,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Retail trade,Female,Total,Black or African American,Nonveteran,2019,D,D,500 to 999 employees,D,D
Maryland,Retail trade,Male,Total,Black or African American,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Retail trade,Equally male/female,Total,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Retail trade,Total,Hispanic,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Retail trade,Total,Non-Hispanic,Black or African American,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Retail trade,Total,Total,American Indian and Alaska Native,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Retail trade,Female,Total,American Indian and Alaska Native,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Retail trade,Male,Total,American Indian and Alaska Native,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Retail trade,Total,Non-Hispanic,American Indian and Alaska Native,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Retail trade,Total,Total,Asian,Nonveteran,2019,3202,U,16324,353554,12.4
Maryland,Retail trade,Female,Total,Asian,Nonveteran,2019,993,U,5090,104131,25
Maryland,Retail trade,Male,Total,Asian,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Retail trade,Equally male/female,Total,Asian,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Retail trade,Total,Hispanic,Asian,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Retail trade,Total,Non-Hispanic,Asian,Nonveteran,2019,3201,U,16324,353544,12.4
Maryland,Retail trade,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Retail trade,Male,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Retail trade,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Retail trade,Total,Total,Minority,Nonveteran,2019,3709,W,19624,453600,13.3
Maryland,Retail trade,Total,Total,Equally minority/nonminority,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Retail trade,Total,Total,Nonminority,Nonveteran,2019,5356,W,64848,2261289,8.4
Maryland,Retail trade,Classifiable,Classifiable,Classifiable,Classifiable,2019,10183,W,100348,3333298,6
Maryland,Retail trade,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,472,W,171867,4522032,19.7
Maryland,Transportation and warehousing(661),Total,Total,Total,Total,2019,3196,W,81276,4243986,5.2
Maryland,Transportation and warehousing(661),Female,Total,Total,Total,2019,500,R,3591,131122,25
Maryland,Transportation and warehousing(661),Male,Total,Total,Total,2019,2290,U,28141,1388128,8.6
Maryland,Transportation and warehousing(661),Equally male/female,Total,Total,Total,2019,188,R,1248,49611,32.5
Maryland,Transportation and warehousing(661),Total,Hispanic,Total,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Female,Hispanic,Total,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Transportation and warehousing(661),Male,Hispanic,Total,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Total,Equally Hispanic/non-Hispanic,Total,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,Total,Total,2019,2864,W,32379,1543379,5.8
Maryland,Transportation and warehousing(661),Female,Non-Hispanic,Total,Total,2019,497,R,3554,128412,25.2
Maryland,Transportation and warehousing(661),Male,Non-Hispanic,Total,Total,2019,2180,U,27576,1365556,9.2
Maryland,Transportation and warehousing(661),Equally male/female,Non-Hispanic,Total,Total,2019,187,R,1248,49411,32.7
Maryland,Transportation and warehousing(661),Total,Total,White,Total,2019,2475,W,29919,1460236,5.2
Maryland,Transportation and warehousing(661),Female,Total,White,Total,2019,442,R,3267,122462,26.9
Maryland,Transportation and warehousing(661),Male,Total,White,Total,2019,1913,U,25793,1299122,8.6
Maryland,Transportation and warehousing(661),Equally male/female,Total,White,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Total,Hispanic,White,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Female,Hispanic,White,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Transportation and warehousing(661),Male,Hispanic,White,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Total,Equally Hispanic/non-Hispanic,White,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Equally male/female,Equally Hispanic/non-Hispanic,White,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,White,Total,2019,2361,U,29317,1434754,6.2
Maryland,Transportation and warehousing(661),Female,Non-Hispanic,White,Total,2019,439,R,3230,119753,27.1
Maryland,Transportation and warehousing(661),Male,Non-Hispanic,White,Total,2019,1803,U,25228,1276551,10
Maryland,Transportation and warehousing(661),Equally male/female,Non-Hispanic,White,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Total,Total,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Transportation and warehousing(661),Female,Total,Black or African American,Total,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Male,Total,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Transportation and warehousing(661),Equally male/female,Total,Black or African American,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Transportation and warehousing(661),Female,Non-Hispanic,Black or African American,Total,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Male,Non-Hispanic,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Transportation and warehousing(661),Equally male/female,Non-Hispanic,Black or African American,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Transportation and warehousing(661),Total,Total,American Indian and Alaska Native,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Male,Total,American Indian and Alaska Native,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,American Indian and Alaska Native,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Male,Non-Hispanic,American Indian and Alaska Native,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Total,Total,Asian,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Female,Total,Asian,Total,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Male,Total,Asian,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Equally male/female,Total,Asian,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,Asian,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Female,Non-Hispanic,Asian,Total,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Male,Non-Hispanic,Asian,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Equally male/female,Non-Hispanic,Asian,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Transportation and warehousing(661),Total,Total,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Male,Total,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Male,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Total,Total,Minority,Total,2019,651,T,3839,144611,15.5
Maryland,Transportation and warehousing(661),Female,Total,Minority,Total,2019,69,O,414,14100,39.2
Maryland,Transportation and warehousing(661),Male,Total,Minority,Total,2019,543,T,3133,121601,21.3
Maryland,Transportation and warehousing(661),Equally male/female,Total,Minority,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Transportation and warehousing(661),Total,Total,Equally minority/nonminority,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Transportation and warehousing(661),Female,Total,Equally minority/nonminority,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Equally male/female,Total,Equally minority/nonminority,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Transportation and warehousing(661),Total,Total,Nonminority,Total,2019,2298,U,29043,1421995,6.1
Maryland,Transportation and warehousing(661),Female,Total,Nonminority,Total,2019,431,R,3177,117018,27.1
Maryland,Transportation and warehousing(661),Male,Total,Nonminority,Total,2019,1748,U,25008,1266527,9.4
Maryland,Transportation and warehousing(661),Equally male/female,Total,Nonminority,Total,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Total,Total,Total,Veteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Transportation and warehousing(661),Female,Total,Total,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Male,Total,Total,Veteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,Total,Veteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Transportation and warehousing(661),Female,Non-Hispanic,Total,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Male,Non-Hispanic,Total,Veteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Transportation and warehousing(661),Total,Total,White,Veteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Transportation and warehousing(661),Female,Total,White,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Male,Total,White,Veteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,White,Veteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Transportation and warehousing(661),Total,Total,Black or African American,Veteran,2019,S,S,250 to 499 employees,S,S
Maryland,Transportation and warehousing(661),Male,Total,Black or African American,Veteran,2019,S,S,250 to 499 employees,S,S
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,Black or African American,Veteran,2019,S,S,250 to 499 employees,S,S
Maryland,Transportation and warehousing(661),Total,Total,Asian,Veteran,2019,17,K,38,1097,57.6
Maryland,Transportation and warehousing(661),Male,Total,Asian,Veteran,2019,17,K,38,1097,57.6
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,Asian,Veteran,2019,17,K,38,1097,57.6
Maryland,Transportation and warehousing(661),Total,Total,Minority,Veteran,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Total,Total,Nonminority,Veteran,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Transportation and warehousing(661),Total,Total,Total,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Transportation and warehousing(661),Male,Total,Total,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Transportation and warehousing(661),Equally male/female,Total,Total,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,Total,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Transportation and warehousing(661),Male,Non-Hispanic,Total,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Transportation and warehousing(661),Equally male/female,Non-Hispanic,Total,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Transportation and warehousing(661),Total,Total,White,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Male,Total,White,Equally veteran/nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Transportation and warehousing(661),Equally male/female,Total,White,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,White,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Total,Total,Black or African American,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Equally male/female,Total,Black or African American,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,Black or African American,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Total,Total,Minority,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Total,Total,Nonminority,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Total,Total,Total,Nonveteran,2019,2524,U,23723,1077784,8
Maryland,Transportation and warehousing(661),Female,Total,Total,Nonveteran,2019,499,R,3591,131118,25.1
Maryland,Transportation and warehousing(661),Male,Total,Total,Nonveteran,2019,1865,U,19293,909479,14.1
Maryland,Transportation and warehousing(661),Equally male/female,Total,Total,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Total,Hispanic,Total,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Female,Hispanic,Total,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Transportation and warehousing(661),Male,Hispanic,Total,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Total,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Equally male/female,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,Total,Nonveteran,2019,2409,U,23121,1052303,8.6
Maryland,Transportation and warehousing(661),Female,Non-Hispanic,Total,Nonveteran,2019,496,R,3554,128408,25.2
Maryland,Transportation and warehousing(661),Male,Non-Hispanic,Total,Nonveteran,2019,1755,U,18728,886907,15.1
Maryland,Transportation and warehousing(661),Equally male/female,Non-Hispanic,Total,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Total,Total,White,Nonveteran,2019,2133,U,21352,997888,8.9
Maryland,Transportation and warehousing(661),Female,Total,White,Nonveteran,2019,441,R,3267,122458,26.9
Maryland,Transportation and warehousing(661),Male,Total,White,Nonveteran,2019,1587,U,17433,842776,14.6
Maryland,Transportation and warehousing(661),Equally male/female,Total,White,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Total,Hispanic,White,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Transportation and warehousing(661),Total,Equally Hispanic/non-Hispanic,White,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,White,Nonveteran,2019,2019,U,20750,972407,9.9
Maryland,Transportation and warehousing(661),Total,Total,Black or African American,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Transportation and warehousing(661),Female,Total,Black or African American,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,Transportation and warehousing(661),Male,Total,Black or African American,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Transportation and warehousing(661),Equally male/female,Total,Black or African American,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Transportation and warehousing(661),Total,Non-Hispanic,Black or African American,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Transportation and warehousing(661),Total,Total,American Indian and Alaska Native,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Transportation and warehousing(661),Male,Total,American Indian and Alaska Native,Nonveteran,2019,D,D,0 to 19 employees,D,D
